날짜,캠페인명,플랫폼,광고형식,소재유형,색감,해시태그수,텍스트길이,동영상길이(초),노출수,클릭수,CTR(%),좋아요,공유,광고비(원),전환수,소재평점,A/B그룹
2023-09-19,캠페인_H,YouTube,동영상,유머형,비비드,9,157,69,90065,3831,4.25,1949,153,2992815,73,6.5,B
2023-09-19,캠페인_L,Instagram,동영상,감성소구형,비비드,1,91,27,45831,1885,4.11,1777,183,108012,27,9.8,A
2023-09-20,캠페인_J,KakaoTalk,이미지,감성소구형,밝음,12,36,0,65581,1445,2.2,3808,123,1007019,18,9.5,C
2023-09-21,캠페인_F,Naver,릴스,감성소구형,비비드,3,194,31,121645,3097,2.55,5683,353,377768,133,3.2,A
2023-09-22,캠페인_B,KakaoTalk,스토리,감성소구형,모노톤,0,258,0,167784,6547,3.9,2283,266,1932360,226,7.0,A
2023-09-22,캠페인_R,YouTube,동영상,정보제공형,파스텔,13,257,53,179435,6041,3.37,8847,1057,2347391,398,7.7,C
2023-09-23,캠페인_J,YouTube,배너,유머형,밝음,12,56,0,181742,4645,2.56,2361,119,1097890,442,1.2,A
2023-09-23,캠페인_K,Naver,배너,감성소구형,비비드,8,49,0,156762,9668,6.17,3527,74,1873382,470,2.1,C
2023-09-24,캠페인_S,TikTok,스토리,감성소구형,밝음,13,297,0,127168,6170,4.85,5812,136,722657,426,9.0,A
2023-09-24,캠페인_G,Naver,동영상,혜택강조형,비비드,10,279,94,33089,1136,3.43,451,42,902199,28,2.7,A
2023-09-24,캠페인_O,KakaoTalk,이미지,혜택강조형,밝음,13,260,0,147256,6601,4.48,5681,419,2277839,445,8.8,C
2023-09-24,캠페인_J,KakaoTalk,카드뉴스,감성소구형,어두움,9,59,0,101995,6267,6.14,5708,579,2918633,532,5.6,C
2023-09-25,캠페인_N,YouTube,스토리,유머형,파스텔,2,209,0,83557,2006,2.4,2562,238,2302539,191,3.5,B
2023-09-25,캠페인_G,Instagram,배너,정보제공형,비비드,9,42,0,175610,3923,2.23,5710,173,2851763,111,3.1,B
2023-09-25,캠페인_R,Facebook,동영상,감성소구형,모노톤,13,193,112,116124,2597,2.24,5874,359,1654042,170,8.2,B
2023-09-25,캠페인_N,YouTube,배너,감성소구형,비비드,3,272,0,116453,7943,6.82,6857,517,419356,235,2.0,A
2023-09-26,캠페인_F,Instagram,카드뉴스,감성소구형,밝음,13,39,0,160117,6046,3.78,5706,304,833100,361,6.0,B
2023-09-27,캠페인_K,YouTube,스토리,혜택강조형,파스텔,8,76,0,78017,3188,4.09,3353,113,860321,256,5.5,A
2023-09-27,캠페인_P,Instagram,카드뉴스,감성소구형,어두움,2,147,0,44706,2365,5.29,1461,123,1508290,145,9.4,A
2023-09-27,캠페인_N,YouTube,동영상,감성소구형,어두움,11,61,46,95354,6057,6.35,5623,291,1740951,365,4.0,C
2023-09-27,캠페인_O,Naver,릴스,긴급성강조형,밝음,14,95,40,100963,5658,5.6,4666,97,1263328,424,1.9,B
2023-09-28,캠페인_P,Naver,스토리,감성소구형,모노톤,0,295,0,2275,158,6.95,15,0,2697899,12,5.3,C
2023-09-28,캠페인_B,TikTok,카드뉴스,감성소구형,파스텔,12,216,0,48685,3221,6.62,1189,107,693548,47,8.4,C
2023-09-28,캠페인_N,Naver,동영상,혜택강조형,어두움,6,137,60,20392,455,2.23,844,61,2323132,25,4.1,B
2023-09-29,캠페인_P,Naver,동영상,정보제공형,어두움,12,29,14,71411,3244,4.54,2590,220,2590444,304,2.8,B
2023-09-29,캠페인_M,KakaoTalk,동영상,혜택강조형,밝음,6,109,26,49413,3084,6.24,502,47,1216963,77,2.4,B
2023-09-29,캠페인_K,TikTok,동영상,감성소구형,밝음,1,128,88,65525,2598,3.96,2547,269,1668773,120,8.5,A
2023-09-30,캠페인_I,TikTok,스토리,유머형,모노톤,0,25,0,174698,1582,0.91,1180,124,631107,17,1.8,C
2023-09-30,캠페인_R,KakaoTalk,스토리,긴급성강조형,파스텔,8,230,0,149755,5015,3.35,2051,176,1891755,442,8.6,B
2023-10-01,캠페인_P,Instagram,배너,혜택강조형,밝음,10,235,0,139352,2543,1.82,5404,391,1009805,35,2.8,C
2023-10-01,캠페인_Q,Instagram,카드뉴스,유머형,비비드,7,247,0,132345,4827,3.65,6855,632,2951774,288,3.8,A
2023-10-02,캠페인_H,YouTube,스토리,감성소구형,밝음,6,188,0,128043,2289,1.79,4207,234,2269665,166,4.0,C
2023-10-02,캠페인_D,Facebook,릴스,감성소구형,어두움,7,51,55,85062,5166,6.07,2983,116,2089764,156,7.2,C
2023-10-02,캠페인_K,YouTube,스토리,감성소구형,파스텔,4,168,0,112001,3826,3.42,1207,124,1957821,146,9.4,C
2023-10-02,캠페인_G,Instagram,동영상,정보제공형,비비드,14,28,119,32626,546,1.67,590,49,1521536,54,6.8,A
2023-10-02,캠페인_T,Naver,릴스,정보제공형,비비드,0,56,83,123695,1245,1.01,6294,728,140130,40,9.0,C
2023-10-03,캠페인_J,KakaoTalk,카드뉴스,유머형,밝음,7,267,0,9511,159,1.67,555,57,2969183,2,8.0,C
2023-10-04,캠페인_Q,YouTube,동영상,정보제공형,어두움,6,78,68,102467,2470,2.41,4942,147,1244353,207,1.3,C
2023-10-04,캠페인_O,Naver,카드뉴스,혜택강조형,밝음,5,119,0,161961,7739,4.78,6774,290,426793,338,6.8,A
2023-10-04,캠페인_S,Naver,동영상,긴급성강조형,어두움,5,67,8,11207,295,2.63,124,4,2862859,9,6.7,C
2023-10-04,캠페인_C,TikTok,스토리,정보제공형,모노톤,0,28,0,97814,2581,2.64,4636,384,1913681,101,4.7,C
2023-10-04,캠페인_R,YouTube,동영상,유머형,밝음,3,288,26,39334,2482,6.31,2046,142,2714241,99,1.3,B
2023-10-05,캠페인_K,YouTube,이미지,감성소구형,파스텔,4,222,0,158144,8632,5.46,7879,794,52928,835,5.0,A
2023-10-05,캠페인_Q,Instagram,릴스,정보제공형,파스텔,10,18,109,50922,1886,3.7,1778,82,97710,47,6.4,A
2023-10-05,캠페인_M,TikTok,배너,정보제공형,비비드,7,247,0,46256,1725,3.73,2708,319,2969339,152,8.0,B
2023-10-05,캠페인_R,YouTube,배너,정보제공형,파스텔,1,67,0,147494,7224,4.9,6959,437,2967355,698,8.3,B
2023-10-05,캠페인_D,Instagram,동영상,유머형,어두움,1,183,55,155493,6699,4.31,8098,462,1452539,421,1.5,B
2023-10-05,캠페인_I,TikTok,스토리,감성소구형,파스텔,10,187,0,109233,4198,3.84,3387,320,1102812,145,2.0,A
2023-10-05,캠페인_L,Instagram,스토리,유머형,파스텔,13,87,0,188234,8273,4.4,6256,578,1265444,162,4.3,C
2023-10-06,캠페인_H,TikTok,카드뉴스,정보제공형,어두움,0,93,0,172134,7192,4.18,4669,220,1013054,557,3.3,C
2023-10-07,캠페인_D,YouTube,이미지,혜택강조형,비비드,3,198,0,186279,12603,6.77,8351,966,162028,630,3.7,A
2023-10-07,캠페인_I,Naver,스토리,감성소구형,비비드,10,19,0,198065,3720,1.88,3095,89,1888893,104,4.0,B
2023-10-08,캠페인_D,KakaoTalk,스토리,유머형,모노톤,2,159,0,55604,1570,2.82,752,46,1073641,141,9.2,A
2023-10-09,캠페인_T,Instagram,배너,정보제공형,비비드,6,154,0,184346,5301,2.88,8367,405,2615186,423,5.7,A
2023-10-09,캠페인_D,Facebook,이미지,감성소구형,밝음,13,41,0,24541,282,1.15,1253,132,1600510,20,5.3,B
2023-10-09,캠페인_S,Instagram,스토리,정보제공형,밝음,13,252,0,83699,4401,5.26,618,60,2779815,106,1.9,A
2023-10-10,캠페인_J,TikTok,스토리,정보제공형,파스텔,0,265,0,118869,8123,6.83,2587,258,1052113,358,9.5,A
2023-10-10,캠페인_A,YouTube,카드뉴스,긴급성강조형,파스텔,13,238,0,28186,882,3.13,1071,84,2579521,82,7.0,C
2023-10-11,캠페인_A,Facebook,동영상,감성소구형,파스텔,4,92,60,132337,5235,3.96,7066,168,2363557,287,6.1,A
2023-10-11,캠페인_N,YouTube,릴스,혜택강조형,밝음,4,90,101,159614,2174,1.36,9456,774,1001372,204,1.5,A
2023-10-11,캠페인_C,Instagram,이미지,혜택강조형,모노톤,3,110,0,179585,3536,1.97,10294,374,2887652,136,2.7,C
2023-10-11,캠페인_H,KakaoTalk,스토리,긴급성강조형,파스텔,11,99,0,153722,8243,5.36,3968,382,2089160,526,9.2,C
2023-10-11,캠페인_P,KakaoTalk,릴스,유머형,어두움,1,226,118,155100,5910,3.81,3919,213,2476602,249,5.3,B
2023-10-12,캠페인_B,Facebook,스토리,혜택강조형,모노톤,6,119,0,199050,4945,2.48,10322,1061,291197,366,6.5,A
2023-10-12,캠페인_H,Naver,배너,정보제공형,파스텔,11,141,0,7674,70,0.91,454,52,2667027,5,8.4,B
2023-10-13,캠페인_C,Facebook,배너,정보제공형,밝음,12,206,0,152722,7915,5.18,7760,727,1354621,129,3.3,C
2023-10-13,캠페인_S,Facebook,이미지,정보제공형,모노톤,9,68,0,104601,6699,6.4,4949,334,527194,74,5.0,B
2023-10-13,캠페인_H,TikTok,동영상,정보제공형,모노톤,6,193,107,94301,1844,1.96,2462,54,2412301,169,4.5,C
2023-10-13,캠페인_J,Naver,이미지,정보제공형,비비드,6,137,0,133172,937,0.7,1772,86,1490667,46,6.5,A
2023-10-14,캠페인_N,Instagram,카드뉴스,정보제공형,파스텔,0,184,0,33873,1871,5.52,423,33,1602745,20,9.4,B
2023-10-14,캠페인_M,YouTube,배너,긴급성강조형,모노톤,1,210,0,94701,6182,6.53,2554,173,1485890,609,6.3,C
2023-10-14,캠페인_T,KakaoTalk,스토리,정보제공형,모노톤,2,107,0,111603,7521,6.74,2523,71,1578888,479,4.0,B
2023-10-15,캠페인_P,TikTok,배너,긴급성강조형,파스텔,6,143,0,96831,4509,4.66,2571,261,1953042,347,3.8,A
2023-10-15,캠페인_L,TikTok,배너,긴급성강조형,비비드,10,126,0,150011,10468,6.98,6905,592,1817869,734,2.5,B
2023-10-15,캠페인_A,TikTok,동영상,유머형,밝음,0,195,86,34257,319,0.93,1450,129,1138225,20,8.5,A
2023-10-15,캠페인_T,KakaoTalk,배너,유머형,비비드,7,54,0,175834,7746,4.41,5124,585,2503240,151,4.5,C
2023-10-15,캠페인_O,Facebook,배너,혜택강조형,모노톤,11,189,0,5944,192,3.23,321,6,1289508,12,8.4,C
2023-10-15,캠페인_K,TikTok,스토리,정보제공형,파스텔,2,207,0,189867,8196,4.32,8834,780,2321408,688,9.1,C
2023-10-15,캠페인_P,KakaoTalk,스토리,혜택강조형,어두움,14,237,0,129158,703,0.54,7081,572,2894862,49,4.6,A
2023-10-15,캠페인_K,Instagram,스토리,정보제공형,어두움,4,102,0,185522,8990,4.85,5072,135,636875,792,7.9,A
2023-10-17,캠페인_J,TikTok,이미지,정보제공형,밝음,1,275,0,53848,2466,4.58,1143,41,1461996,153,7.4,A
2023-10-18,캠페인_S,Facebook,배너,긴급성강조형,파스텔,4,63,0,163202,10254,6.28,1240,30,635777,866,5.8,A
2023-10-18,캠페인_A,Facebook,릴스,감성소구형,모노톤,13,296,107,36515,2358,6.46,379,25,967904,175,9.2,B
2023-10-18,캠페인_T,Instagram,스토리,유머형,모노톤,7,223,0,198346,1694,0.85,7530,722,1372137,96,9.1,C
2023-10-18,캠페인_R,Instagram,이미지,긴급성강조형,모노톤,11,13,0,165144,9950,6.03,4674,94,704405,710,5.8,C
2023-10-18,캠페인_K,Facebook,스토리,혜택강조형,모노톤,14,299,0,118402,5401,4.56,3283,298,2233777,475,7.8,C
2023-10-18,캠페인_B,Instagram,스토리,유머형,비비드,3,158,0,88198,2999,3.4,2800,216,1021294,298,3.9,B
2023-10-18,캠페인_S,Instagram,스토리,유머형,밝음,0,175,0,120651,4280,3.55,1385,133,1820549,370,2.7,C
2023-10-19,캠페인_M,Naver,릴스,긴급성강조형,어두움,11,204,97,68733,3392,4.94,1980,52,901515,283,2.0,A
2023-10-19,캠페인_A,Naver,동영상,긴급성강조형,파스텔,5,161,24,188689,5367,2.84,10208,1018,2498673,277,8.5,A
2023-10-19,캠페인_A,KakaoTalk,스토리,긴급성강조형,비비드,0,126,0,160454,2927,1.82,4469,503,1199971,62,6.6,A
2023-10-19,캠페인_H,Naver,동영상,유머형,밝음,2,69,57,36281,2122,5.85,1313,75,2833217,81,1.4,A
2023-10-20,캠페인_M,TikTok,스토리,유머형,모노톤,9,16,0,82647,3463,4.19,3649,407,2113136,137,5.0,C
2023-10-20,캠페인_D,Naver,릴스,정보제공형,밝음,4,294,100,12953,286,2.21,331,6,734146,25,9.9,A
2023-10-21,캠페인_S,Naver,릴스,정보제공형,비비드,4,136,75,28676,849,2.96,506,22,2436345,42,9.3,C
2023-10-22,캠페인_I,TikTok,배너,정보제공형,파스텔,3,231,0,17033,424,2.49,921,87,2080587,41,8.8,A
2023-10-22,캠페인_G,TikTok,릴스,유머형,파스텔,12,183,98,5770,58,1.01,310,32,2265197,4,9.0,A
2023-10-22,캠페인_B,Naver,동영상,긴급성강조형,밝음,8,259,60,132557,6991,5.27,5352,284,1137024,83,4.4,C
2023-10-22,캠페인_K,Naver,스토리,긴급성강조형,파스텔,1,78,0,174967,9922,5.67,2399,186,1568765,415,2.5,B
2023-10-22,캠페인_I,TikTok,릴스,혜택강조형,어두움,10,37,46,196170,5536,2.82,1536,41,1193120,186,8.8,B
2023-10-22,캠페인_A,Naver,이미지,긴급성강조형,모노톤,3,262,0,106439,3211,3.02,3841,231,356982,171,1.8,B
2023-10-22,캠페인_R,Instagram,동영상,긴급성강조형,어두움,4,21,84,110843,7237,6.53,3771,175,2459100,327,8.0,A
2023-10-23,캠페인_T,KakaoTalk,카드뉴스,감성소구형,비비드,7,184,0,113010,3496,3.09,5628,668,1739084,276,1.7,A
2023-10-23,캠페인_S,KakaoTalk,스토리,긴급성강조형,파스텔,9,70,0,114903,4875,4.24,3689,310,1316926,209,3.6,C
2023-10-23,캠페인_G,Instagram,카드뉴스,감성소구형,파스텔,3,246,0,119154,4255,3.57,6018,153,2103636,300,8.5,A
2023-10-24,캠페인_S,Instagram,배너,감성소구형,파스텔,13,42,0,190955,7357,3.85,3931,100,2084442,341,9.0,C
2023-10-24,캠페인_I,TikTok,카드뉴스,정보제공형,밝음,10,248,0,161273,1288,0.8,4969,536,557646,114,6.0,C
2023-10-24,캠페인_D,KakaoTalk,카드뉴스,감성소구형,파스텔,12,138,0,23096,1095,4.74,443,52,2732633,84,5.9,A
2023-10-25,캠페인_K,Instagram,스토리,긴급성강조형,모노톤,4,249,0,75189,1818,2.42,2921,193,2305229,36,1.1,B
2023-10-25,캠페인_P,KakaoTalk,카드뉴스,혜택강조형,파스텔,13,181,0,63140,1192,1.89,372,41,2937586,114,1.5,C
2023-10-25,캠페인_J,TikTok,스토리,유머형,모노톤,4,277,0,49739,1149,2.31,1730,107,1230686,77,8.1,A
2023-10-25,캠페인_A,TikTok,카드뉴스,혜택강조형,모노톤,8,140,0,58777,2604,4.43,2897,285,2921023,153,5.1,A
2023-10-25,캠페인_Q,Naver,스토리,유머형,비비드,9,207,0,64494,3725,5.78,1139,84,760018,183,9.3,A
2023-10-25,캠페인_C,TikTok,배너,긴급성강조형,비비드,10,182,0,40298,1114,2.76,702,38,1749901,51,1.8,A
2023-10-25,캠페인_N,TikTok,동영상,유머형,어두움,8,112,108,39446,1866,4.73,1828,106,455619,146,9.2,B
2023-10-26,캠페인_R,Naver,카드뉴스,유머형,모노톤,11,295,0,194008,3351,1.73,2947,193,2799020,122,4.2,B
2023-10-26,캠페인_H,KakaoTalk,이미지,긴급성강조형,밝음,2,172,0,7439,94,1.26,379,12,143151,3,3.0,C
2023-10-26,캠페인_B,YouTube,배너,긴급성강조형,밝음,13,144,0,10774,83,0.77,503,30,2332424,5,2.5,B
2023-10-26,캠페인_C,YouTube,배너,정보제공형,밝음,13,292,0,133758,2283,1.71,7173,292,951368,177,5.7,B
2023-10-26,캠페인_L,YouTube,릴스,긴급성강조형,모노톤,0,190,33,8811,591,6.71,525,11,1279940,32,2.1,A
2023-10-26,캠페인_P,Naver,카드뉴스,혜택강조형,어두움,0,179,0,1153,12,1.04,14,1,1016185,0,3.3,B
2023-10-27,캠페인_B,Naver,동영상,감성소구형,비비드,14,120,118,61391,3010,4.9,823,22,1583965,274,1.1,A
2023-10-27,캠페인_C,Naver,스토리,감성소구형,밝음,13,221,0,89316,4225,4.73,4275,273,2158305,256,2.0,C
2023-10-28,캠페인_E,KakaoTalk,이미지,긴급성강조형,어두움,7,38,0,9691,410,4.23,116,10,1906994,38,8.8,C
2023-10-28,캠페인_K,Facebook,이미지,감성소구형,모노톤,6,23,0,75414,3220,4.27,4065,260,2088361,101,4.3,B
2023-10-29,캠페인_I,TikTok,카드뉴스,감성소구형,모노톤,10,289,0,72301,1136,1.57,2470,253,1004298,51,5.3,B
2023-10-29,캠페인_D,Facebook,동영상,감성소구형,밝음,1,261,37,143207,6248,4.36,8556,993,2355132,210,1.1,B
2023-10-29,캠페인_T,TikTok,스토리,정보제공형,비비드,5,256,0,122365,5306,4.34,640,25,992665,496,4.1,C
2023-10-30,캠페인_C,KakaoTalk,배너,긴급성강조형,비비드,4,168,0,102215,6665,6.52,1889,102,1310520,590,7.0,B
2023-10-30,캠페인_P,KakaoTalk,배너,감성소구형,어두움,9,277,0,173053,4458,2.58,2408,220,1849273,116,4.3,B
2023-10-30,캠페인_S,YouTube,릴스,긴급성강조형,모노톤,3,66,29,129508,3137,2.42,7671,713,269830,283,1.0,B
2023-10-31,캠페인_Q,Facebook,동영상,긴급성강조형,모노톤,3,276,114,50483,3075,6.09,3004,244,2640296,117,2.6,C
2023-10-31,캠페인_D,Instagram,카드뉴스,혜택강조형,비비드,10,142,0,158782,10416,6.56,5046,442,2765936,691,7.8,A
2023-11-01,캠페인_C,Naver,카드뉴스,혜택강조형,어두움,2,121,0,138108,8383,6.07,8069,345,46122,381,1.0,A
2023-11-01,캠페인_L,Facebook,스토리,긴급성강조형,파스텔,0,209,0,71247,2102,2.95,1106,80,1894481,68,8.1,B
2023-11-02,캠페인_Q,TikTok,이미지,긴급성강조형,밝음,12,144,0,66306,3841,5.79,344,16,2899595,300,1.2,B
2023-11-03,캠페인_A,KakaoTalk,릴스,정보제공형,파스텔,4,115,61,50660,3538,6.98,1051,76,668578,242,2.2,C
2023-11-03,캠페인_S,Facebook,릴스,감성소구형,모노톤,12,58,116,108143,3335,3.08,5480,368,2771652,121,9.7,B
2023-11-04,캠페인_T,Naver,동영상,감성소구형,파스텔,4,220,105,47465,1866,3.93,783,68,2869786,173,9.0,A
2023-11-04,캠페인_G,Instagram,이미지,긴급성강조형,밝음,6,139,0,101475,3329,3.28,5296,473,1470077,305,3.2,C
2023-11-04,캠페인_O,YouTube,동영상,정보제공형,모노톤,1,41,99,1509,56,3.71,27,2,917627,1,5.2,B
2023-11-04,캠페인_E,Instagram,동영상,유머형,비비드,14,58,112,170682,3900,2.28,9185,195,1956898,89,1.7,A
2023-11-06,캠페인_I,YouTube,배너,정보제공형,파스텔,12,218,0,58337,2188,3.75,503,29,661832,123,2.4,C
2023-11-07,캠페인_B,Instagram,동영상,혜택강조형,모노톤,1,237,14,67077,2233,3.33,2884,95,1849999,100,5.3,A
2023-11-07,캠페인_H,YouTube,카드뉴스,유머형,비비드,2,291,0,184934,4178,2.26,9282,834,1450398,406,4.6,A
2023-11-08,캠페인_B,Facebook,스토리,감성소구형,파스텔,13,70,0,130108,6190,4.76,5608,368,626394,414,6.3,B
2023-11-08,캠페인_H,YouTube,릴스,감성소구형,모노톤,7,290,70,39055,2277,5.83,2016,191,1384574,224,1.5,A
2023-11-10,캠페인_N,TikTok,동영상,정보제공형,비비드,14,179,47,155084,6744,4.35,7445,490,2147099,367,4.4,C
2023-11-10,캠페인_L,Facebook,스토리,정보제공형,파스텔,8,48,0,86200,5108,5.93,5081,210,2256779,303,7.6,A
2023-11-10,캠페인_G,YouTube,릴스,정보제공형,모노톤,10,64,110,63486,839,1.32,1967,118,211276,68,7.7,C
2023-11-10,캠페인_D,Facebook,스토리,유머형,모노톤,4,139,0,140685,1513,1.08,5167,619,1841229,113,10.0,A
2023-11-11,캠페인_H,KakaoTalk,카드뉴스,감성소구형,모노톤,12,262,0,149261,6159,4.13,7012,723,57377,229,2.5,A
2023-11-11,캠페인_T,YouTube,카드뉴스,감성소구형,어두움,8,157,0,189281,11511,6.08,10709,889,2484279,594,9.4,B
2023-11-12,캠페인_S,Facebook,이미지,정보제공형,어두움,12,175,0,142005,4367,3.08,6815,656,136819,241,4.8,B
2023-11-12,캠페인_I,Facebook,동영상,감성소구형,파스텔,8,154,11,81764,913,1.12,1489,60,1052636,30,3.8,C
2023-11-12,캠페인_R,Naver,카드뉴스,긴급성강조형,어두움,5,296,0,133223,3798,2.85,1634,49,503303,130,8.9,A
2023-11-12,캠페인_H,Instagram,카드뉴스,혜택강조형,비비드,5,170,0,71473,1780,2.49,2070,88,2730832,125,5.0,A
2023-11-12,캠페인_R,Instagram,스토리,유머형,파스텔,14,104,0,41641,766,1.84,1033,31,2922343,75,7.3,C
2023-11-13,캠페인_S,KakaoTalk,릴스,유머형,모노톤,1,121,28,40905,2300,5.62,991,68,487611,50,4.9,A
2023-11-14,캠페인_I,Naver,릴스,긴급성강조형,파스텔,12,44,100,187193,12112,6.47,10702,1202,2787523,441,6.7,B
2023-11-14,캠페인_N,Naver,릴스,긴급성강조형,파스텔,1,35,25,192601,5161,2.68,6675,690,1599510,369,9.4,A
2023-11-15,캠페인_G,YouTube,릴스,유머형,파스텔,9,74,86,179430,7047,3.93,4604,515,1521553,429,8.2,C
2023-11-16,캠페인_S,YouTube,카드뉴스,유머형,어두움,9,132,0,39928,1732,4.34,1347,143,2058765,157,5.1,B
2023-11-17,캠페인_K,Facebook,동영상,혜택강조형,밝음,4,239,38,138416,4337,3.13,1256,148,1719095,400,5.1,A
2023-11-17,캠페인_D,Facebook,카드뉴스,정보제공형,파스텔,5,175,0,86674,1607,1.85,5096,558,2457589,153,3.3,C
2023-11-17,캠페인_G,Instagram,동영상,유머형,어두움,11,237,105,157458,6581,4.18,5641,461,2944328,395,3.8,C
2023-11-17,캠페인_Q,Facebook,릴스,혜택강조형,모노톤,2,234,9,60087,949,1.58,1934,68,63950,69,7.5,B
2023-11-17,캠페인_M,Instagram,배너,감성소구형,모노톤,14,271,0,172833,2762,1.6,9791,931,373517,92,4.9,A
2023-11-18,캠페인_M,Naver,동영상,긴급성강조형,어두움,3,156,105,57979,1154,1.99,394,32,1853527,37,2.4,C
2023-11-18,캠페인_J,TikTok,카드뉴스,긴급성강조형,파스텔,3,59,0,13144,256,1.95,599,33,828773,16,2.2,A
2023-11-19,캠페인_Q,Facebook,동영상,유머형,모노톤,2,80,75,102643,3058,2.98,6070,162,2582671,104,4.4,C
2023-11-19,캠페인_P,KakaoTalk,카드뉴스,혜택강조형,모노톤,12,208,0,57452,3805,6.62,2149,102,1062270,293,9.3,C
2023-11-20,캠페인_O,KakaoTalk,이미지,긴급성강조형,파스텔,14,28,0,124855,3224,2.58,5209,175,2951832,226,9.4,A
2023-11-20,캠페인_A,KakaoTalk,이미지,긴급성강조형,파스텔,9,266,0,105561,4083,3.87,2044,47,1173849,257,7.0,C
2023-11-20,캠페인_F,Facebook,이미지,정보제공형,밝음,5,57,0,129384,6527,5.04,6781,721,632484,218,5.7,C
2023-11-20,캠페인_K,Naver,스토리,정보제공형,비비드,5,185,0,56122,2339,4.17,2921,343,2431978,52,8.6,C
2023-11-21,캠페인_F,KakaoTalk,카드뉴스,정보제공형,모노톤,3,195,0,104699,6156,5.88,5442,312,2391559,505,2.0,B
2023-11-21,캠페인_T,Facebook,릴스,긴급성강조형,모노톤,10,161,25,32472,539,1.66,1200,61,2297530,10,2.2,A
2023-11-21,캠페인_H,YouTube,릴스,유머형,모노톤,4,54,81,114294,2986,2.61,2938,326,1011575,155,7.0,A
2023-11-22,캠페인_Q,Instagram,스토리,혜택강조형,비비드,4,202,0,190894,13309,6.97,5963,359,357998,988,1.9,B
2023-11-22,캠페인_L,YouTube,스토리,정보제공형,밝음,6,169,0,186740,12165,6.51,4244,424,2965367,1050,6.5,A
2023-11-23,캠페인_E,YouTube,릴스,감성소구형,비비드,8,37,85,27270,1499,5.5,1243,116,1126907,126,8.8,A
2023-11-23,캠페인_N,TikTok,동영상,유머형,밝음,0,179,108,123683,6890,5.57,7008,180,2548158,121,8.9,C
2023-11-23,캠페인_C,YouTube,카드뉴스,유머형,모노톤,7,128,0,141308,4958,3.51,4509,100,2942566,158,8.1,C
2023-11-24,캠페인_R,YouTube,카드뉴스,유머형,파스텔,0,193,0,28686,1861,6.49,615,62,1257986,148,2.4,C
2023-11-25,캠페인_C,Instagram,카드뉴스,정보제공형,모노톤,1,36,0,75249,4609,6.12,2880,82,2272764,276,1.2,B
2023-11-25,캠페인_R,TikTok,동영상,유머형,비비드,4,116,12,175124,1134,0.65,8713,555,1090995,90,7.1,B
2023-11-25,캠페인_M,Naver,카드뉴스,정보제공형,비비드,14,66,0,27326,1473,5.39,518,47,2633055,18,3.4,B
2023-11-25,캠페인_L,Instagram,릴스,감성소구형,어두움,13,266,15,105394,7334,6.96,4651,191,1044233,204,1.5,A
2023-11-25,캠페인_G,TikTok,배너,긴급성강조형,모노톤,8,215,0,187116,3036,1.62,7575,574,2079334,78,2.4,A
2023-11-26,캠페인_R,KakaoTalk,카드뉴스,혜택강조형,비비드,8,263,0,151478,1713,1.13,7143,770,98613,170,4.8,B
2023-11-26,캠페인_D,KakaoTalk,동영상,정보제공형,어두움,8,251,40,182818,2696,1.47,10608,1169,2395727,172,1.9,B
2023-11-26,캠페인_I,TikTok,릴스,혜택강조형,어두움,9,143,40,45801,737,1.61,2368,67,1025010,30,7.9,A
2023-11-26,캠페인_O,YouTube,카드뉴스,혜택강조형,비비드,13,196,0,193196,11753,6.08,9395,259,1916674,741,6.1,A
2023-11-27,캠페인_B,KakaoTalk,스토리,감성소구형,밝음,14,202,0,136350,6673,4.89,1989,142,1784924,326,2.2,C
2023-11-27,캠페인_I,Instagram,동영상,정보제공형,어두움,9,39,58,152095,1303,0.86,8496,399,2895811,67,5.0,C
2023-11-27,캠페인_O,Naver,카드뉴스,정보제공형,어두움,2,137,0,146260,2879,1.97,6687,638,537560,232,1.8,B
2023-11-28,캠페인_O,Naver,릴스,유머형,어두움,12,85,66,43290,2606,6.02,802,67,707653,246,5.2,B
2023-11-28,캠페인_D,YouTube,배너,유머형,어두움,12,83,0,48468,1521,3.14,847,58,318199,116,9.3,C
2023-11-28,캠페인_K,Instagram,배너,유머형,밝음,9,241,0,190862,10064,5.27,1405,38,1195134,301,5.9,A
2023-11-28,캠페인_O,Facebook,스토리,혜택강조형,밝음,2,289,0,25811,1744,6.76,936,107,1115424,95,4.5,C
2023-11-29,캠페인_S,KakaoTalk,동영상,혜택강조형,모노톤,14,288,83,25838,1735,6.71,704,27,883365,147,3.3,C
2023-11-29,캠페인_T,Instagram,카드뉴스,정보제공형,어두움,13,173,0,17037,770,4.52,163,19,2123701,37,4.6,C
2023-11-29,캠페인_I,Facebook,동영상,감성소구형,모노톤,9,89,16,72868,1215,1.67,1674,96,1186851,45,9.3,B
2023-11-29,캠페인_J,Instagram,릴스,긴급성강조형,파스텔,11,143,93,45139,523,1.16,471,38,1405433,12,1.7,B
2023-11-29,캠페인_S,Naver,카드뉴스,긴급성강조형,파스텔,0,13,0,45972,2799,6.09,253,13,1357922,276,7.5,C
2023-11-30,캠페인_H,TikTok,배너,긴급성강조형,파스텔,6,165,0,186377,2042,1.1,9435,968,910144,75,6.6,B
2023-11-30,캠페인_Q,TikTok,릴스,긴급성강조형,모노톤,9,271,106,1806,20,1.11,57,5,54504,0,1.9,C
