날짜,플랫폼,캠페인명,광고목표,광고형식,업종,지역,연령대,성별,광고비(원),노출수,도달수,클릭수,CTR(%),CPC(원),CPM(원),전환수,전환가치(원),ROAS(%),좋아요,댓글,공유,저장
2023-03-27,Instagram,캠페인_I,리드수집,동영상,전자기기,부산,18-24,여성,2058463,2158503,1635409,39496,1.83,52,954,522,51729156,2513.0,84516,11266,7605,6092
2023-03-27,Facebook,캠페인_A,앱설치,스토리,전자기기,제주,45-54,남성,511185,432497,277194,9648,2.23,53,1182,143,18649202,3648.2,16027,2273,504,2702
2023-03-27,Naver,캠페인_E,동영상조회,스토리,전자기기,대전,35-44,남성,3426446,6836397,4748161,116331,1.7,29,501,5436,268902612,7847.9,270875,17669,24713,30281
2023-03-27,KakaoTalk,캠페인_C,리드수집,스토리,식품/음료,경기,55+,여성,3409242,4206130,3918231,107583,2.56,32,811,7096,746179880,21887.0,137343,19372,3145,16597
2023-03-27,Facebook,캠페인_K,트래픽,릴스,뷰티/화장품,인천,35-44,남성,607099,578880,475839,10390,1.79,58,1049,383,13560881,2233.7,36944,4633,2420,2783
2023-03-27,Naver,캠페인_N,앱설치,스토리,교육,부산,45-54,남성,4689504,9229748,8503010,186390,2.02,25,508,11614,1302672696,27778.5,485751,50483,27271,31756
2023-03-27,Facebook,캠페인_T,전환,릴스,금융,대구,25-34,전체,3888367,2677752,2134318,62109,2.32,63,1452,2214,35441712,911.5,80841,9748,2797,4057
2023-03-27,YouTube,캠페인_Q,전환,스토리,전자기기,제주,55+,남성,1231279,1529175,1102872,22666,1.48,54,805,259,11488204,933.0,17704,1294,1520,3419
2023-03-27,YouTube,캠페인_R,앱설치,동영상,전자기기,제주,55+,여성,99555,104761,65760,1007,0.96,99,950,9,1035648,1040.3,3973,289,91,665
2023-03-28,Facebook,캠페인_H,전환,이미지,뷰티/화장품,대전,18-24,전체,2234808,2912988,2341331,37963,1.3,59,767,2081,20966075,938.2,102246,4257,7386,19357
2023-03-28,KakaoTalk,캠페인_S,앱설치,스토리,교육,제주,55+,전체,3612592,5715376,4527344,167864,2.94,22,632,2764,331085740,9164.8,283166,39066,26139,20030
2023-03-28,TikTok,캠페인_G,인지도,릴스,교육,대전,35-44,남성,2796966,5065065,3473496,188991,3.73,15,552,4365,297068805,10621.1,94043,7307,8489,5546
2023-03-28,Instagram,캠페인_T,리드수집,카드뉴스,금융,광주,35-44,여성,4812110,5200257,3395798,170514,3.28,28,925,2881,391882263,8143.7,176307,7121,7848,34413
2023-03-28,TikTok,캠페인_P,리드수집,릴스,패션/의류,제주,35-44,여성,753505,1427787,1179349,48661,3.41,15,528,1339,147275271,19545.4,53270,5478,2732,9106
2023-03-28,KakaoTalk,캠페인_G,트래픽,카드뉴스,여행,서울,55+,전체,4279289,7987747,5339665,219049,2.74,20,536,14878,1205787510,28177.3,417600,40199,34369,62643
2023-03-28,Instagram,캠페인_R,전환,배너,뷰티/화장품,경기,25-34,여성,1907450,3329841,2915987,46003,1.38,41,573,1774,243215400,12750.8,230303,33782,11707,21128
2023-03-29,YouTube,캠페인_H,앱설치,스토리,게임,서울,25-34,남성,3105962,4282561,2916620,66097,1.54,47,725,890,40905290,1317.0,74902,8112,2425,6333
2023-03-29,Instagram,캠페인_M,앱설치,이미지,패션/의류,부산,18-24,남성,3661986,5057865,4183578,148784,2.94,25,724,5672,597046064,16303.9,152588,6310,8965,15196
2023-03-29,Facebook,캠페인_O,인지도,카드뉴스,교육,서울,55+,전체,4439986,8724638,7930641,231763,2.66,19,509,13976,1105976784,24909.5,274398,27780,6920,35482
2023-03-29,Naver,캠페인_P,앱설치,스토리,식품/음료,인천,55+,여성,1159492,931615,564219,18199,1.95,64,1245,723,102839520,8869.4,32425,3375,1612,2819
2023-03-29,Instagram,캠페인_J,트래픽,스토리,뷰티/화장품,대전,18-24,전체,2601673,2146180,1641830,76187,3.55,34,1212,3982,417102554,16032.1,43258,2850,1520,8127
2023-03-29,Instagram,캠페인_A,인지도,동영상,식품/음료,대구,45-54,전체,2756780,2199398,1448292,36794,1.67,75,1253,1369,128138400,4648.1,77370,9204,2438,8698
2023-03-29,KakaoTalk,캠페인_H,전환,동영상,패션/의류,경기,55+,전체,1551954,1019943,647309,34378,3.37,45,1522,1693,112635290,7257.6,48164,2125,4265,9530
2023-03-29,KakaoTalk,캠페인_S,전환,릴스,금융,제주,45-54,전체,4157790,5753671,3600632,68893,1.2,60,723,1024,96906240,2330.7,191407,15753,12885,19452
2023-03-30,Facebook,캠페인_S,전환,배너,교육,인천,35-44,전체,799969,1466748,1337150,29822,2.03,27,545,590,36658470,4582.5,65347,3860,4594,5039
2023-03-30,Facebook,캠페인_E,리드수집,동영상,여행,서울,18-24,여성,1942774,2636199,1866988,61722,2.34,31,737,1576,75266608,3874.2,63905,6749,4529,8819
2023-03-30,KakaoTalk,캠페인_Q,앱설치,이미지,게임,제주,35-44,여성,4400043,3392921,2186210,50824,1.5,87,1297,1843,153077737,3479.0,93614,5911,3252,6693
2023-03-30,TikTok,캠페인_O,트래픽,릴스,패션/의류,광주,25-34,남성,273819,545102,467261,15803,2.9,17,502,427,11889388,4342.1,12163,681,715,829
2023-03-30,Naver,캠페인_B,트래픽,이미지,여행,서울,18-24,여성,3784961,4126729,2924513,75676,1.83,50,917,4817,265272190,7008.6,229720,30834,19338,17142
2023-03-30,TikTok,캠페인_P,앱설치,이미지,교육,대전,35-44,전체,1550442,2667613,1716052,78038,2.93,20,581,682,95123314,6135.2,24446,3637,567,1970
2023-03-31,TikTok,캠페인_K,전환,동영상,금융,제주,18-24,남성,1986991,1779542,1586305,59380,3.34,33,1117,983,51263450,2580.0,18912,1709,578,1750
2023-03-31,Naver,캠페인_C,동영상조회,배너,금융,서울,35-44,여성,4141619,6065289,5374720,115342,1.9,36,683,3745,260820525,6297.5,405412,18332,11308,73218
2023-03-31,TikTok,캠페인_C,전환,스토리,게임,경기,45-54,남성,2793439,2692388,1664850,130427,4.84,21,1038,1893,122297265,4378.0,22584,1203,1199,3407
2023-03-31,YouTube,캠페인_F,트래픽,동영상,뷰티/화장품,광주,35-44,여성,1295810,795530,632396,7162,0.9,181,1629,66,3583404,276.5,8528,413,393,719
2023-03-31,YouTube,캠페인_F,인지도,이미지,전자기기,서울,45-54,남성,2852196,4781894,3965967,63989,1.34,45,596,911,96157872,3371.4,115826,16161,3518,7332
2023-03-31,TikTok,캠페인_Q,인지도,이미지,식품/음료,경기,25-34,남성,970985,1275275,808023,24981,1.96,39,761,734,27886128,2871.9,60412,8504,3958,10608
2023-03-31,KakaoTalk,캠페인_R,인지도,릴스,여행,제주,35-44,여성,3152079,6231575,5369446,69902,1.12,45,506,2687,229614898,7284.6,339442,14402,11424,26546
2023-03-31,KakaoTalk,캠페인_S,동영상조회,카드뉴스,교육,대구,45-54,여성,1098739,894824,615730,25217,2.82,44,1228,1594,97935360,8913.4,36788,3542,3229,6132
2023-04-01,Naver,캠페인_Q,앱설치,배너,식품/음료,광주,55+,전체,879261,1432065,984543,25894,1.81,34,614,747,68109219,7746.2,32433,3632,1189,4341
2023-04-01,TikTok,캠페인_R,리드수집,릴스,뷰티/화장품,부산,45-54,남성,4990295,6030427,5314022,128410,2.13,39,828,2868,249183312,4993.4,96632,8363,6019,6732
2023-04-01,YouTube,캠페인_K,인지도,릴스,식품/음료,서울,35-44,전체,789273,618723,482448,8983,1.45,88,1276,140,11218200,1421.3,13984,1189,519,1119
2023-04-01,KakaoTalk,캠페인_I,동영상조회,동영상,게임,제주,55+,전체,4853293,6646314,5672923,149456,2.25,32,730,2351,52796407,1087.8,115853,12995,8386,7600
2023-04-02,Naver,캠페인_J,리드수집,이미지,게임,대구,35-44,남성,2688028,1674633,1100277,35092,2.1,77,1605,1462,66007838,2455.6,25838,1888,1323,4842
2023-04-02,Facebook,캠페인_G,동영상조회,릴스,전자기기,제주,35-44,여성,1285512,1380988,1256674,18514,1.34,69,931,707,72840089,5666.2,33037,3722,1115,3305
2023-04-02,KakaoTalk,캠페인_R,리드수집,배너,게임,인천,45-54,전체,880123,908315,739105,30324,3.34,29,969,1600,83185600,9451.6,48553,4019,1647,3110
2023-04-02,Instagram,캠페인_T,전환,릴스,금융,제주,45-54,여성,4931207,8567364,6091393,94781,1.11,52,576,2476,317071608,6429.9,378150,28648,29148,32667
2023-04-02,Naver,캠페인_C,동영상조회,배너,전자기기,경기,45-54,여성,3240844,6155630,4195940,66351,1.08,49,526,4763,71473578,2205.4,241138,15544,15207,31690
2023-04-02,Facebook,캠페인_C,리드수집,카드뉴스,게임,대구,35-44,전체,685960,662652,549482,19185,2.9,36,1035,345,14212620,2071.9,41672,2316,2015,3566
2023-04-02,Facebook,캠페인_S,전환,동영상,금융,서울,25-34,여성,2971806,3990703,3525169,78219,1.96,38,745,4407,60137922,2023.6,242831,29067,8175,21656
2023-04-02,Instagram,캠페인_P,전환,이미지,금융,대전,35-44,여성,2414230,3730250,3071086,77279,2.07,31,647,2644,60838440,2520.0,217451,23209,21602,39333
2023-04-03,Facebook,캠페인_N,리드수집,카드뉴스,금융,광주,45-54,남성,1896861,3607582,3117930,42209,1.17,45,526,1524,174735744,9211.8,113283,6197,9512,17119
2023-04-03,YouTube,캠페인_C,리드수집,배너,전자기기,제주,55+,전체,1334690,1856058,1252981,28634,1.54,47,719,378,17250030,1292.4,68419,4573,6581,5719
2023-04-03,Facebook,캠페인_E,앱설치,카드뉴스,전자기기,인천,18-24,전체,4108993,6733068,5053893,198347,2.95,21,610,3067,192595332,4687.2,131772,12450,4811,11202
2023-04-03,YouTube,캠페인_K,앱설치,이미지,뷰티/화장품,경기,55+,전체,2074607,4051449,3739332,32487,0.8,64,512,369,35852409,1728.2,249213,17812,7562,40729
2023-04-03,TikTok,캠페인_N,트래픽,동영상,여행,제주,25-34,남성,2321038,3915276,3563535,61221,1.56,38,593,797,100257818,4319.5,265795,25755,7067,41764
2023-04-03,Instagram,캠페인_Q,인지도,릴스,게임,부산,18-24,전체,2697139,3088890,2631952,101645,3.29,27,873,4739,489240143,18139.2,121474,4400,7622,12339
2023-04-03,Instagram,캠페인_E,앱설치,동영상,교육,서울,55+,남성,3214626,3598476,2242005,47437,1.32,68,893,1919,109392595,3403.0,123771,7930,2631,17352
2023-04-03,KakaoTalk,캠페인_O,인지도,동영상,여행,대구,25-34,전체,2921590,5329532,3415863,184153,3.46,16,548,5132,471466576,16137.3,242231,10713,6263,36138
2023-04-03,Naver,캠페인_A,전환,카드뉴스,금융,경기,45-54,여성,1577303,1331510,1147332,21015,1.58,75,1185,1400,25048800,1588.1,83557,6973,8288,7492
2023-04-04,YouTube,캠페인_T,트래픽,릴스,교육,부산,55+,전체,4536064,3939592,2526905,60156,1.53,75,1151,391,28982484,638.9,155757,10438,13847,21436
2023-04-04,TikTok,캠페인_E,트래픽,동영상,금융,광주,35-44,전체,3820034,6608978,4248893,260937,3.95,15,578,5872,266858912,6985.8,206472,9057,14346,15918
2023-04-05,Facebook,캠페인_A,리드수집,배너,게임,제주,25-34,여성,516901,750727,654718,23300,3.1,22,689,1101,21899991,4236.8,15883,547,328,1172
2023-04-05,Naver,캠페인_R,리드수집,릴스,뷰티/화장품,경기,35-44,여성,1965839,1382985,860055,33256,2.4,59,1421,840,122073840,6209.8,33477,3766,2274,4415
2023-04-05,TikTok,캠페인_D,트래픽,스토리,전자기기,대구,18-24,전체,3637826,6171819,4667824,129757,2.1,28,589,3977,395468903,10871.0,319797,32259,13036,31090
2023-04-05,Instagram,캠페인_O,트래픽,이미지,전자기기,경기,18-24,전체,2634182,3406577,2415632,121838,3.58,22,773,6185,527295990,20017.4,121797,14549,4330,14556
2023-04-05,Facebook,캠페인_I,리드수집,카드뉴스,교육,제주,18-24,남성,2755513,3284761,2749707,43337,1.32,64,839,752,15891264,576.7,183878,25637,17348,10573
2023-04-05,Naver,캠페인_Q,트래픽,릴스,여행,광주,35-44,남성,689234,780326,676668,15741,2.02,44,883,740,9424640,1367.4,22670,1273,1845,3898
2023-04-06,Naver,캠페인_Q,전환,카드뉴스,게임,경기,45-54,여성,1515576,1591590,1454155,20684,1.3,73,952,1626,146040816,9636.0,98162,4047,6765,16150
2023-04-06,TikTok,캠페인_A,동영상조회,릴스,식품/음료,경기,45-54,전체,859524,1228747,790921,24054,1.96,36,700,458,30200520,3513.6,23018,3376,1112,4313
2023-04-06,TikTok,캠페인_L,앱설치,동영상,뷰티/화장품,대전,55+,남성,3903207,5894789,4542659,315260,5.35,12,662,2970,147193200,3771.1,276783,23301,17613,21422
2023-04-06,TikTok,캠페인_C,인지도,릴스,교육,광주,45-54,남성,1614214,1943831,1613990,99164,5.1,16,830,3025,394308750,24427.3,127740,6550,6724,12305
2023-04-06,YouTube,캠페인_P,앱설치,배너,여행,대전,25-34,남성,2237102,3406661,2317531,29292,0.86,76,657,247,5101785,228.1,87762,9517,5268,14150
2023-04-06,YouTube,캠페인_T,리드수집,스토리,금융,제주,35-44,남성,315732,205202,140536,1373,0.67,230,1539,21,1475922,467.5,11175,1064,294,681
2023-04-06,Naver,캠페인_J,인지도,동영상,식품/음료,경기,35-44,여성,1728718,2060817,1527623,46679,2.27,37,839,3283,124754000,7216.6,93105,10587,8126,11101
2023-04-07,Facebook,캠페인_D,동영상조회,배너,식품/음료,경기,35-44,여성,1513628,2200620,2084912,24743,1.12,61,688,1439,71413253,4718.0,138861,9174,6779,9804
2023-04-07,Facebook,캠페인_S,트래픽,스토리,금융,인천,25-34,남성,3793949,5954429,4178317,62485,1.05,61,637,3278,279370828,7363.6,216746,13086,13589,28564
2023-04-07,Naver,캠페인_O,앱설치,카드뉴스,교육,경기,35-44,여성,4461788,2557375,2045876,36413,1.42,123,1745,919,12725393,285.2,33888,2477,2937,5194
2023-04-07,Instagram,캠페인_R,인지도,릴스,게임,대전,55+,남성,1353270,1512896,1238997,48774,3.22,28,894,1559,42326850,3127.7,75569,6879,4162,10342
2023-04-07,YouTube,캠페인_F,전환,스토리,뷰티/화장품,광주,35-44,여성,4058902,3047001,2535658,36724,1.21,111,1332,369,48055977,1184.0,152029,6125,15117,10289
2023-04-08,TikTok,캠페인_M,트래픽,카드뉴스,전자기기,제주,35-44,여성,3288998,6293307,4625198,183872,2.92,18,523,2071,52369377,1592.3,119803,15951,9725,12543
2023-04-08,KakaoTalk,캠페인_G,앱설치,스토리,뷰티/화장품,대구,55+,전체,461731,798445,662117,9185,1.15,50,578,319,17800200,3855.1,31978,4654,3188,5538
2023-04-08,Facebook,캠페인_F,동영상조회,이미지,식품/음료,경기,25-34,남성,791915,1121312,985161,23165,2.07,34,706,1277,16160435,2040.7,70906,10614,5576,6660
2023-04-08,Instagram,캠페인_L,동영상조회,스토리,전자기기,서울,25-34,여성,3490979,4410339,2863425,68805,1.56,51,792,2405,239044975,6847.5,48546,1938,3363,3473
2023-04-08,KakaoTalk,캠페인_E,트래픽,동영상,금융,대전,35-44,여성,2021539,2087132,1787904,23459,1.12,86,969,1030,127073160,6286.0,50958,3768,4868,8648
2023-04-08,Instagram,캠페인_M,트래픽,동영상,뷰티/화장품,대구,45-54,전체,3443908,3903963,3596551,69793,1.79,49,882,3760,162608720,4721.6,193652,16239,11566,35263
2023-04-09,Facebook,캠페인_P,동영상조회,배너,전자기기,부산,55+,여성,1935113,2346838,1774572,64240,2.74,30,825,1841,243636099,12590.3,140528,15464,8451,16841
2023-04-09,TikTok,캠페인_G,동영상조회,릴스,식품/음료,대전,55+,여성,155332,234035,161593,7613,3.25,20,664,141,20364630,13110.4,4858,235,128,679
2023-04-09,TikTok,캠페인_H,동영상조회,스토리,여행,제주,25-34,여성,3950444,2103615,1461531,85514,4.07,46,1878,1070,108042180,2734.9,20098,1143,1364,2700
2023-04-09,KakaoTalk,캠페인_N,인지도,카드뉴스,여행,제주,45-54,전체,2054795,3826560,2529446,78852,2.06,26,537,4881,633719754,30841.0,110719,9793,9365,15151
2023-04-09,TikTok,캠페인_N,동영상조회,스토리,패션/의류,대구,25-34,여성,1211993,2301772,1794665,104331,4.53,12,527,857,109713997,9052.4,65626,8053,2731,6489
2023-04-09,TikTok,캠페인_S,앱설치,이미지,금융,인천,25-34,여성,671560,888707,693920,16934,1.91,40,756,487,15328325,2282.5,11960,1766,632,1493
2023-04-09,YouTube,캠페인_Q,앱설치,이미지,교육,서울,18-24,전체,4722414,6562915,5758061,33342,0.51,142,720,371,43061970,911.9,154373,19612,9949,22126
2023-04-09,Instagram,캠페인_M,인지도,이미지,게임,인천,25-34,남성,1847615,2294554,2049414,37712,1.64,49,805,833,120676710,6531.5,91453,12557,8723,5223
2023-04-09,Facebook,캠페인_E,앱설치,스토리,게임,광주,55+,전체,4995369,7592606,5436971,174262,2.3,29,658,8422,1104107356,22102.6,79158,11775,6862,15530
2023-04-09,Instagram,캠페인_P,리드수집,배너,뷰티/화장품,대구,35-44,남성,552969,882384,609968,15946,1.81,35,627,778,24637704,4455.5,14711,1743,331,737
2023-04-09,KakaoTalk,캠페인_B,동영상조회,동영상,뷰티/화장품,광주,45-54,전체,3217073,4790798,4512606,91565,1.91,35,672,2987,35727507,1110.6,126384,6088,8759,8167
2023-04-09,TikTok,캠페인_M,트래픽,이미지,식품/음료,대전,25-34,남성,2010532,2829361,2664040,147207,5.2,14,711,4896,416341152,20708.0,114720,8005,10592,20406
2023-04-09,KakaoTalk,캠페인_M,인지도,스토리,금융,부산,55+,전체,3695641,4679376,3606516,167610,3.58,22,790,8466,1255330014,33967.9,114549,10903,7936,5963
2023-04-10,KakaoTalk,캠페인_R,전환,릴스,여행,부산,55+,전체,716396,888289,543048,18415,2.07,39,806,399,20619921,2878.3,15098,1266,357,1147
2023-04-10,YouTube,캠페인_A,동영상조회,릴스,식품/음료,인천,18-24,여성,2797823,5147061,4707171,53981,1.05,52,544,1106,121802674,4353.5,168258,21753,16387,10967
2023-04-10,KakaoTalk,캠페인_N,인지도,카드뉴스,여행,서울,25-34,전체,767475,804856,598523,13955,1.73,55,954,311,22834553,2975.3,8324,427,819,683
2023-04-10,Facebook,캠페인_N,인지도,이미지,여행,광주,35-44,전체,2489464,2749324,1782797,44577,1.62,56,905,2354,82006298,3294.1,31314,2495,2714,6054
2023-04-10,TikTok,캠페인_I,앱설치,카드뉴스,금융,광주,45-54,남성,2890226,1543415,1375113,61101,3.96,47,1873,1538,225307772,7795.5,102332,13654,6694,17576
2023-04-10,TikTok,캠페인_B,리드수집,릴스,패션/의류,부산,35-44,여성,1754169,3098838,2606413,58241,1.88,30,566,1161,12298473,701.1,109451,10371,10347,19007
2023-04-10,TikTok,캠페인_B,앱설치,배너,게임,서울,55+,남성,429993,316909,249222,6649,2.1,65,1357,188,1561340,363.1,9958,350,589,1469
2023-04-11,Facebook,캠페인_M,트래픽,카드뉴스,식품/음료,부산,25-34,여성,2914685,2151885,1485988,69459,3.23,42,1354,1399,163743157,5617.9,25552,3510,762,3370
2023-04-11,YouTube,캠페인_L,동영상조회,스토리,여행,경기,18-24,전체,1343578,684454,452019,10742,1.57,125,1963,182,21450156,1596.5,17635,2104,1582,3225
2023-04-11,Facebook,캠페인_B,전환,스토리,패션/의류,인천,25-34,남성,2838402,3691576,3469860,89793,2.43,32,769,3527,60699670,2138.5,100840,10697,9546,17233
2023-04-11,KakaoTalk,캠페인_F,앱설치,릴스,전자기기,인천,55+,여성,2113236,2364856,1724949,62300,2.63,34,894,3447,216416448,10241.0,24943,3435,1930,2410
2023-04-11,Facebook,캠페인_M,인지도,릴스,금융,경기,25-34,남성,87432,87964,81085,2454,2.79,36,994,132,14575704,16670.9,1313,54,103,246
2023-04-11,KakaoTalk,캠페인_Q,트래픽,동영상,식품/음료,인천,35-44,전체,2025406,3931796,3717303,44900,1.14,45,515,1346,175243816,8652.3,218022,8782,11967,39721
2023-04-11,KakaoTalk,캠페인_J,트래픽,배너,패션/의류,서울,18-24,남성,322571,364966,304997,12442,3.41,26,884,328,14806904,4590.3,24245,3103,1756,4393
2023-04-12,YouTube,캠페인_B,전환,스토리,식품/음료,부산,35-44,남성,866401,492512,432504,5689,1.16,152,1759,79,6531878,753.9,34176,1395,2948,5808
2023-04-12,Instagram,캠페인_L,동영상조회,동영상,전자기기,제주,45-54,전체,928269,650232,494579,25438,3.91,36,1428,612,15692904,1690.6,36039,4005,1610,5561
2023-04-12,Instagram,캠페인_G,트래픽,동영상,여행,광주,45-54,전체,2994739,2034903,1827122,52432,2.58,57,1472,1973,73539629,2455.6,27507,4124,753,1565
2023-04-12,TikTok,캠페인_B,동영상조회,카드뉴스,게임,대전,45-54,남성,926805,1405800,1013251,36603,2.6,25,659,1006,148015798,15970.5,53886,3912,3202,10322
2023-04-12,YouTube,캠페인_T,동영상조회,카드뉴스,교육,경기,55+,남성,4885240,8069446,6828939,74213,0.92,66,605,1429,168694879,3453.2,121637,6061,3220,14849
2023-04-12,YouTube,캠페인_L,전환,릴스,여행,광주,18-24,남성,2172539,2627084,2418837,37397,1.42,58,827,445,25919470,1193.0,119013,14408,5294,20871
2023-04-12,Facebook,캠페인_R,트래픽,카드뉴스,여행,인천,45-54,여성,1235691,714850,560926,14676,2.05,84,1729,385,15230985,1232.6,26786,2710,2182,5000
2023-04-12,TikTok,캠페인_O,인지도,릴스,여행,부산,18-24,남성,2715797,3476616,2485188,170614,4.91,16,781,1947,33165198,1221.2,28930,2677,980,4447
2023-04-12,KakaoTalk,캠페인_Q,리드수집,동영상,뷰티/화장품,인천,55+,전체,2262247,2942523,1812211,45837,1.56,49,769,2805,335618250,14835.6,136690,12027,7465,9191
2023-04-12,YouTube,캠페인_H,동영상조회,릴스,금융,서울,55+,남성,4704879,5470253,3367267,55699,1.02,84,860,1070,151646820,3223.2,217159,7379,6105,12755
2023-04-13,Facebook,캠페인_Q,인지도,카드뉴스,여행,대전,35-44,전체,3554750,2376531,1664472,49070,2.06,72,1496,1824,67161504,1889.3,111867,15474,3015,21725
2023-04-13,Instagram,캠페인_J,전환,동영상,교육,제주,45-54,여성,4644132,3347031,2538638,73153,2.19,63,1388,916,75273216,1620.8,88443,7529,2870,6397
2023-04-13,Instagram,캠페인_B,리드수집,스토리,여행,서울,45-54,여성,4771788,3160207,2459206,66405,2.1,72,1510,2136,67480512,1414.2,189793,26150,13370,15998
2023-04-13,KakaoTalk,캠페인_P,동영상조회,동영상,금융,부산,35-44,여성,3072957,1898792,1210331,32800,1.73,94,1618,605,79942280,2601.5,74535,7802,1999,4994
2023-04-13,KakaoTalk,캠페인_C,동영상조회,카드뉴스,패션/의류,광주,35-44,전체,4767966,4616011,3308448,73840,1.6,65,1033,4866,113246418,2375.2,128568,6277,2807,23429
2023-04-13,Facebook,캠페인_M,앱설치,릴스,여행,경기,25-34,전체,1831337,1205453,995310,31058,2.58,59,1519,588,75099360,4100.8,40497,4965,3572,7131
2023-04-14,YouTube,캠페인_D,앱설치,배너,교육,대구,45-54,여성,2070084,3044808,2482728,35151,1.15,59,680,336,35916384,1735.0,177373,17598,16346,29549
2023-04-14,YouTube,캠페인_G,앱설치,배너,뷰티/화장품,광주,55+,여성,3213621,5150548,4150349,57913,1.12,55,624,373,25435616,791.5,274275,29841,14729,27681
2023-04-14,Naver,캠페인_H,인지도,카드뉴스,전자기기,광주,18-24,전체,1046068,1037003,721243,19316,1.86,54,1009,886,5195504,496.7,46072,3847,2143,4957
2023-04-14,Instagram,캠페인_E,리드수집,릴스,식품/음료,대전,18-24,전체,1128464,1825386,1552507,39581,2.17,29,618,1437,78396972,6947.2,46603,1628,4640,8834
2023-04-14,Instagram,캠페인_H,트래픽,카드뉴스,금융,서울,45-54,전체,911076,830661,506985,23895,2.88,38,1097,789,66163962,7262.2,40270,2307,4001,6208
2023-04-14,TikTok,캠페인_D,트래픽,이미지,게임,인천,55+,남성,4304948,8570032,5369608,161067,1.88,27,502,3132,284833476,6616.4,428086,29465,25630,33391
2023-04-14,TikTok,캠페인_C,트래픽,릴스,여행,대구,35-44,남성,3782935,6347258,5300659,242279,3.82,16,596,4954,688705080,18205.6,236643,12056,22034,42112
2023-04-14,Naver,캠페인_H,리드수집,카드뉴스,식품/음료,제주,45-54,여성,2247314,1308167,1069611,13369,1.02,168,1718,909,74305296,3306.4,58540,7717,2778,6816
2023-04-14,KakaoTalk,캠페인_M,트래픽,릴스,여행,제주,45-54,전체,2957931,4105444,2538400,54642,1.33,54,720,3480,218815440,7397.6,130668,8200,7568,6894
2023-04-14,Naver,캠페인_P,동영상조회,동영상,식품/음료,경기,45-54,남성,1490660,2422611,1805274,58581,2.42,25,615,4774,320325852,21488.9,72801,9754,5023,5080
2023-04-14,TikTok,캠페인_T,앱설치,이미지,패션/의류,대구,18-24,전체,2019181,2875784,2644568,66728,2.32,30,702,1977,59557125,2949.6,130757,16949,13010,10571
2023-04-14,YouTube,캠페인_I,동영상조회,배너,패션/의류,광주,55+,여성,2671297,4373531,3464991,45663,1.04,59,611,570,18184140,680.7,89530,9752,6129,13604
2023-04-15,YouTube,캠페인_S,앱설치,동영상,뷰티/화장품,대전,35-44,여성,2335596,3380934,2507368,49165,1.45,48,691,446,16773614,718.2,58440,6669,5715,8100
2023-04-15,Facebook,캠페인_R,전환,스토리,금융,대전,18-24,남성,4999513,5907792,5499990,178060,3.01,28,846,6191,298901480,5978.6,248211,16196,16004,34446
2023-04-15,Facebook,캠페인_B,트래픽,동영상,전자기기,광주,55+,전체,1643704,1758670,1606886,32556,1.85,50,935,783,91583595,5571.8,45411,2042,3324,3907
2023-04-15,TikTok,캠페인_D,전환,카드뉴스,뷰티/화장품,광주,45-54,여성,1619275,2960771,1927904,48209,1.63,34,547,587,75500527,4662.6,113202,4452,2470,7506
2023-04-16,TikTok,캠페인_N,트래픽,이미지,교육,대전,18-24,여성,999528,987738,793531,28364,2.87,35,1012,733,96974434,9702.0,9206,682,716,818
2023-04-16,KakaoTalk,캠페인_G,리드수집,릴스,뷰티/화장품,인천,45-54,남성,766392,1520356,945338,34744,2.29,22,504,1148,71015280,9266.2,51008,2302,3286,7889
2023-04-16,Instagram,캠페인_H,동영상조회,스토리,패션/의류,서울,25-34,남성,1982192,3140555,2957635,87720,2.79,23,631,3288,189865560,9578.6,181379,26292,17565,25474
2023-04-16,KakaoTalk,캠페인_A,리드수집,이미지,금융,광주,18-24,남성,4148078,2360783,1585789,57730,2.45,72,1757,2430,94354470,2274.7,85372,2934,7650,14514
2023-04-16,KakaoTalk,캠페인_F,전환,카드뉴스,금융,대구,55+,전체,3813927,4855792,3124164,121197,2.5,31,785,4187,238093755,6242.7,72004,4959,6787,4774
2023-04-16,TikTok,캠페인_B,리드수집,동영상,금융,대구,25-34,여성,2937928,3582788,3058860,172375,4.81,17,820,5805,570486375,19418.0,111484,8017,9944,17043
2023-04-17,Facebook,캠페인_B,트래픽,이미지,식품/음료,인천,55+,전체,4774422,8206458,5561982,75680,0.92,63,582,4030,408162430,8548.9,378470,54769,25247,70371
2023-04-17,KakaoTalk,캠페인_M,리드수집,스토리,패션/의류,경기,25-34,남성,3198821,4772133,3741753,118603,2.49,27,670,2742,105569742,3300.3,256430,24005,16526,20154
2023-04-17,Naver,캠페인_I,인지도,스토리,여행,광주,55+,남성,4906819,9543204,6066567,162834,1.71,30,514,7010,367562340,7490.8,102158,12197,5259,10259
2023-04-17,Facebook,캠페인_E,동영상조회,카드뉴스,교육,제주,18-24,전체,759838,1066432,783865,19288,1.81,39,713,1174,68331496,8992.9,11212,526,669,588
2023-04-17,Instagram,캠페인_D,앱설치,릴스,금융,광주,18-24,전체,2888291,4767921,4331342,166139,3.48,17,606,6237,698955642,24199.6,252871,11952,10558,44431
2023-04-18,TikTok,캠페인_P,동영상조회,배너,교육,인천,18-24,전체,2641542,2913250,2660926,61850,2.12,43,907,1979,86458552,3273.0,181299,20577,14621,18279
