날짜,플랫폼,캠페인명,연령대,성별,지역,관심사,기기,신규여부,노출수,클릭수,전환수,광고비(원),체류시간(초),페이지뷰,이탈률(%)
2023-12-14,Facebook,캠페인_C,18-24,여성,광주,패션,모바일,재방문,6778,147,12,523020,14,620,73.1
2023-12-15,Instagram,캠페인_H,35-44,남성,광주,여행,모바일,재방문,765,45,5,561008,232,153,58.7
2023-12-16,TikTok,캠페인_E,18-24,여성,서울,뷰티,모바일,신규,45747,897,69,636109,179,1213,63.4
2023-12-16,Naver,캠페인_S,25-34,남성,서울,뷰티,모바일,재방문,43029,1424,122,37009,182,5596,38.9
2023-12-16,Instagram,캠페인_L,18-24,남성,대전,패션,모바일,신규,8719,499,39,767602,252,581,49.2
2023-12-16,TikTok,캠페인_D,55+,여성,대구,자동차,모바일,재방문,27646,1587,39,505852,16,6577,82.5
2023-12-16,TikTok,캠페인_A,45-54,여성,대구,반려동물,PC,재방문,28774,441,35,347462,25,1658,41.3
2023-12-17,YouTube,캠페인_I,45-54,남성,제주,패션,모바일,신규,16722,433,49,120385,92,1225,32.6
2023-12-17,YouTube,캠페인_K,55+,남성,인천,패션,모바일,신규,44979,1797,159,161423,88,2595,74.4
2023-12-17,Facebook,캠페인_L,25-34,남성,대전,게임,PC,신규,36353,829,41,550460,214,2790,78.7
2023-12-17,Naver,캠페인_N,45-54,여성,부산,음식,모바일,재방문,597,23,1,850560,121,61,28.4
2023-12-17,Facebook,캠페인_H,35-44,남성,광주,육아,모바일,재방문,36897,610,20,457386,48,945,35.0
2023-12-17,YouTube,캠페인_Q,55+,여성,서울,음식,PC,신규,10885,283,17,585716,49,859,29.2
2023-12-17,YouTube,캠페인_O,18-24,남성,대전,뷰티,모바일,신규,42023,2366,102,376910,92,5887,44.7
2023-12-18,Naver,캠페인_C,45-54,남성,서울,게임,모바일,신규,23276,1313,123,707400,285,4966,79.6
2023-12-18,Naver,캠페인_L,45-54,여성,대전,육아,태블릿,재방문,47960,920,55,37379,149,1124,55.2
2023-12-18,Naver,캠페인_D,45-54,여성,광주,운동/헬스,PC,신규,42721,1850,211,378372,75,6661,62.4
2023-12-18,YouTube,캠페인_G,55+,남성,제주,게임,모바일,신규,27933,825,83,525508,118,1421,80.7
2023-12-18,TikTok,캠페인_J,45-54,남성,부산,재테크,모바일,신규,29673,1044,28,440316,74,1516,37.3
2023-12-18,Naver,캠페인_F,35-44,여성,제주,게임,모바일,신규,11272,283,12,605679,155,614,67.7
2023-12-18,KakaoTalk,캠페인_T,25-34,남성,제주,여행,모바일,재방문,25279,129,10,557235,25,202,59.6
2023-12-18,Facebook,캠페인_I,25-34,여성,경기,패션,모바일,재방문,11402,448,11,746119,24,1316,20.8
2023-12-18,Instagram,캠페인_K,25-34,여성,대구,여행,모바일,재방문,17753,886,33,920145,255,2207,22.2
2023-12-18,Facebook,캠페인_P,45-54,남성,제주,패션,PC,재방문,36857,282,4,294659,129,1163,82.8
2023-12-19,TikTok,캠페인_O,45-54,여성,대구,육아,모바일,신규,47527,474,49,171272,113,1236,77.9
2023-12-19,TikTok,캠페인_G,18-24,남성,인천,재테크,PC,재방문,15104,774,29,385847,122,3144,75.6
2023-12-19,YouTube,캠페인_J,25-34,남성,서울,음식,태블릿,신규,29743,1711,21,229431,182,1797,74.8
2023-12-19,Facebook,캠페인_Q,25-34,남성,서울,반려동물,모바일,재방문,17230,109,5,928123,197,352,75.9
2023-12-19,Instagram,캠페인_A,55+,남성,경기,자동차,모바일,재방문,3995,56,1,823094,64,81,51.5
2023-12-19,Naver,캠페인_L,35-44,남성,인천,육아,태블릿,신규,17582,157,9,764213,136,390,77.3
2023-12-19,Facebook,캠페인_P,25-34,남성,대전,여행,모바일,재방문,5786,138,13,924738,260,465,47.0
2023-12-20,KakaoTalk,캠페인_D,55+,여성,대구,음식,모바일,재방문,35069,663,9,546769,122,1885,53.8
2023-12-20,YouTube,캠페인_O,25-34,남성,서울,여행,모바일,재방문,8625,196,11,291870,153,850,36.7
2023-12-21,Naver,캠페인_B,45-54,남성,부산,여행,모바일,신규,22739,408,34,471492,111,1667,66.8
2023-12-21,Instagram,캠페인_O,55+,남성,경기,여행,PC,재방문,43984,2354,144,500697,91,6201,25.2
2023-12-21,Naver,캠페인_A,25-34,여성,서울,재테크,모바일,신규,27924,398,36,276599,176,1640,66.6
2023-12-21,TikTok,캠페인_M,18-24,여성,제주,음식,모바일,신규,24278,846,87,676497,156,3420,83.4
2023-12-22,Naver,캠페인_S,25-34,여성,부산,자동차,모바일,신규,28222,490,56,877549,32,1047,69.4
2023-12-22,YouTube,캠페인_K,25-34,남성,인천,뷰티,모바일,재방문,35110,191,21,880497,54,294,24.2
2023-12-22,Instagram,캠페인_O,18-24,여성,대구,운동/헬스,모바일,재방문,38878,1174,106,448589,116,3496,34.2
2023-12-22,YouTube,캠페인_N,25-34,여성,대구,운동/헬스,태블릿,재방문,4489,223,6,572166,64,662,76.2
2023-12-23,Instagram,캠페인_D,25-34,남성,광주,게임,모바일,신규,6830,362,20,264356,109,1305,39.8
2023-12-23,Naver,캠페인_J,45-54,남성,대전,패션,PC,재방문,20957,211,3,745492,239,870,56.2
2023-12-24,YouTube,캠페인_R,35-44,남성,서울,뷰티,PC,신규,31436,1772,126,804186,123,7355,32.1
2023-12-24,YouTube,캠페인_F,45-54,남성,광주,게임,모바일,재방문,46581,2019,204,547709,46,7118,21.8
2023-12-24,Instagram,캠페인_K,55+,여성,제주,반려동물,PC,재방문,13727,628,50,724365,10,1843,29.7
2023-12-25,Instagram,캠페인_I,18-24,남성,인천,육아,PC,재방문,15358,560,55,423961,292,927,23.0
2023-12-25,Instagram,캠페인_T,18-24,여성,인천,뷰티,모바일,신규,29237,283,14,708297,93,623,84.9
2023-12-25,Instagram,캠페인_L,45-54,여성,대구,게임,모바일,재방문,49614,2526,159,95014,195,4351,79.1
2023-12-25,TikTok,캠페인_J,35-44,여성,서울,패션,모바일,재방문,198,9,0,114650,24,11,50.4
2023-12-26,KakaoTalk,캠페인_M,35-44,남성,광주,여행,태블릿,신규,17274,370,10,749896,273,1146,39.8
2023-12-26,TikTok,캠페인_D,18-24,여성,광주,게임,모바일,재방문,39129,652,42,659354,136,2275,65.9
2023-12-26,Instagram,캠페인_G,35-44,여성,대전,자동차,PC,신규,32051,197,15,379633,282,260,63.7
2023-12-26,KakaoTalk,캠페인_S,45-54,여성,대전,패션,모바일,재방문,16360,142,8,376332,236,182,25.3
2023-12-27,Instagram,캠페인_R,25-34,남성,대전,패션,모바일,신규,42579,1585,61,788554,242,5847,72.6
2023-12-27,Instagram,캠페인_H,35-44,남성,광주,음식,모바일,재방문,9194,322,5,818076,65,349,82.1
2023-12-27,Instagram,캠페인_E,45-54,여성,대전,게임,모바일,신규,25883,291,18,745789,22,835,74.8
2023-12-27,Instagram,캠페인_Q,45-54,여성,경기,자동차,모바일,재방문,47364,1333,93,802204,265,2811,81.7
2023-12-27,Instagram,캠페인_D,55+,남성,인천,운동/헬스,모바일,재방문,28478,1219,104,903141,14,5343,79.3
2023-12-27,Naver,캠페인_K,25-34,여성,대구,패션,태블릿,재방문,8284,404,7,286839,17,1329,48.5
2023-12-27,Naver,캠페인_G,18-24,여성,서울,음식,PC,재방문,34154,1714,53,172316,53,3329,82.1
2023-12-28,Naver,캠페인_C,35-44,여성,대전,뷰티,모바일,재방문,47183,1682,112,597210,162,6877,49.7
2023-12-28,TikTok,캠페인_B,25-34,남성,부산,운동/헬스,태블릿,재방문,22183,967,99,494300,134,4172,69.9
2023-12-29,YouTube,캠페인_P,55+,여성,제주,운동/헬스,PC,재방문,11934,67,1,227173,182,131,52.0
2023-12-29,YouTube,캠페인_J,35-44,남성,서울,음식,PC,신규,29376,1690,146,664382,97,7308,78.7
2023-12-29,Instagram,캠페인_I,55+,여성,인천,운동/헬스,PC,신규,22016,773,11,866137,139,1789,21.2
2023-12-29,Naver,캠페인_A,45-54,여성,대구,자동차,모바일,신규,18741,1121,64,915780,36,2003,27.6
2023-12-30,Facebook,캠페인_G,25-34,남성,서울,육아,모바일,재방문,27703,1027,89,281147,81,2555,25.0
2023-12-30,TikTok,캠페인_J,45-54,남성,서울,여행,모바일,재방문,11953,339,4,719456,72,1224,26.0
2023-12-31,Naver,캠페인_G,45-54,여성,제주,게임,PC,재방문,41656,497,57,729995,106,1594,49.4
2023-12-31,KakaoTalk,캠페인_A,45-54,여성,서울,게임,PC,재방문,5014,90,3,606856,297,180,49.0
2023-12-31,Facebook,캠페인_H,55+,남성,부산,여행,모바일,재방문,12258,720,39,552881,277,3210,25.1
2024-01-01,KakaoTalk,캠페인_G,55+,남성,부산,여행,PC,재방문,46620,950,107,645152,142,3438,45.0
2024-01-01,KakaoTalk,캠페인_H,35-44,여성,인천,육아,모바일,신규,32494,1151,40,858667,61,4850,66.4
2024-01-01,YouTube,캠페인_J,55+,여성,부산,뷰티,모바일,재방문,24372,242,9,950323,30,539,84.8
2024-01-01,Facebook,캠페인_D,25-34,여성,제주,패션,모바일,재방문,18123,261,8,893982,26,845,25.2
2024-01-01,KakaoTalk,캠페인_Q,45-54,남성,서울,뷰티,모바일,재방문,30203,417,17,96491,115,454,20.5
2024-01-01,Naver,캠페인_M,35-44,여성,대전,재테크,PC,재방문,22522,245,27,148550,70,605,38.6
2024-01-01,TikTok,캠페인_T,45-54,여성,부산,자동차,모바일,재방문,1135,45,3,885194,110,80,52.3
2024-01-01,Naver,캠페인_L,45-54,여성,대구,재테크,PC,재방문,3412,116,10,243090,161,285,32.1
2024-01-02,TikTok,캠페인_O,35-44,남성,인천,여행,모바일,재방문,9033,199,22,589678,214,333,23.8
2024-01-02,KakaoTalk,캠페인_R,35-44,남성,경기,운동/헬스,모바일,재방문,14850,212,10,257053,282,444,39.9
2024-01-03,YouTube,캠페인_L,18-24,남성,경기,육아,모바일,재방문,48659,1699,147,715851,238,3383,49.7
2024-01-03,TikTok,캠페인_P,45-54,여성,부산,육아,태블릿,재방문,18243,93,6,770979,7,169,21.0
2024-01-03,Instagram,캠페인_K,45-54,여성,대구,육아,모바일,신규,7046,38,0,706170,244,144,48.2
2024-01-04,Naver,캠페인_B,25-34,남성,대전,게임,모바일,신규,4419,190,20,42660,292,464,80.3
2024-01-05,YouTube,캠페인_J,18-24,여성,대구,재테크,모바일,신규,29517,315,11,961506,149,444,40.8
2024-01-05,Instagram,캠페인_T,45-54,여성,부산,육아,모바일,재방문,44498,2218,256,16810,245,6216,39.1
2024-01-06,Facebook,캠페인_T,45-54,여성,대전,패션,모바일,재방문,21484,895,17,271287,196,2202,29.5
2024-01-06,Facebook,캠페인_K,35-44,남성,인천,반려동물,모바일,신규,4367,58,2,752830,115,78,71.5
2024-01-06,TikTok,캠페인_B,25-34,여성,경기,게임,모바일,신규,31597,1818,49,295117,120,6468,21.4
2024-01-06,TikTok,캠페인_K,25-34,여성,인천,패션,모바일,재방문,5107,290,24,636009,105,897,73.6
2024-01-06,Instagram,캠페인_N,55+,남성,제주,반려동물,PC,재방문,47921,2296,82,937899,179,6278,70.5
2024-01-06,TikTok,캠페인_T,55+,여성,대구,음식,모바일,신규,29392,1356,149,991721,122,3035,41.9
2024-01-06,YouTube,캠페인_B,45-54,여성,광주,재테크,모바일,재방문,49168,1303,29,616103,55,3238,63.0
2024-01-06,Instagram,캠페인_O,45-54,남성,대구,뷰티,모바일,재방문,32987,322,31,681518,279,1434,82.1
2024-01-07,TikTok,캠페인_L,45-54,남성,대전,자동차,PC,재방문,13228,537,45,524691,44,2145,21.7
2024-01-07,Naver,캠페인_J,25-34,여성,대전,육아,PC,신규,4667,178,18,108356,158,484,38.1
2024-01-07,YouTube,캠페인_D,18-24,남성,경기,육아,태블릿,재방문,25834,1431,93,857793,221,6194,62.2
2024-01-08,Naver,캠페인_E,35-44,여성,경기,뷰티,모바일,재방문,23223,1137,68,687384,267,2009,49.5
2024-01-08,Naver,캠페인_A,18-24,여성,광주,운동/헬스,모바일,재방문,2772,28,3,107389,295,91,75.2
2024-01-08,Instagram,캠페인_M,45-54,여성,부산,자동차,모바일,신규,5075,50,3,516795,136,192,65.5
2024-01-08,Facebook,캠페인_T,55+,여성,대구,게임,모바일,신규,21017,637,60,629510,125,1683,46.9
2024-01-09,Facebook,캠페인_K,35-44,여성,경기,운동/헬스,모바일,재방문,41843,540,9,147514,286,907,44.0
2024-01-10,YouTube,캠페인_D,45-54,남성,인천,패션,모바일,재방문,27465,1465,98,861840,149,3514,41.8
2024-01-10,YouTube,캠페인_B,45-54,여성,경기,여행,모바일,재방문,15532,317,10,84231,200,697,68.8
2024-01-10,TikTok,캠페인_N,55+,남성,경기,게임,모바일,재방문,9618,356,38,819914,29,936,62.9
2024-01-10,Naver,캠페인_N,35-44,남성,경기,육아,PC,재방문,9816,316,18,272241,63,830,75.2
2024-01-10,KakaoTalk,캠페인_M,35-44,남성,서울,게임,PC,신규,39049,1990,154,930653,12,4170,64.5
2024-01-10,Naver,캠페인_G,18-24,남성,인천,육아,PC,재방문,4249,91,3,859467,296,320,37.2
2024-01-12,YouTube,캠페인_L,55+,여성,대전,패션,PC,신규,18019,225,25,968550,260,322,48.3
2024-01-12,Naver,캠페인_K,18-24,여성,경기,게임,모바일,신규,31815,1629,169,583703,211,5969,32.3
2024-01-12,Facebook,캠페인_E,18-24,여성,광주,뷰티,모바일,재방문,47186,1813,37,504114,38,5938,53.9
2024-01-13,YouTube,캠페인_A,45-54,여성,광주,여행,모바일,재방문,48208,2358,43,194856,226,8507,78.3
2024-01-13,KakaoTalk,캠페인_C,25-34,여성,서울,재테크,모바일,신규,16187,783,21,971922,30,3145,39.1
2024-01-13,YouTube,캠페인_R,35-44,남성,광주,자동차,PC,신규,18013,97,7,900168,175,399,29.7
2024-01-13,TikTok,캠페인_C,35-44,여성,대구,재테크,모바일,신규,39270,2007,66,123798,220,3642,37.1
2024-01-14,YouTube,캠페인_C,18-24,여성,대전,육아,모바일,재방문,6748,381,4,667199,187,1642,70.0
2024-01-14,Facebook,캠페인_N,55+,남성,대전,뷰티,모바일,재방문,47872,1965,91,433860,164,7088,42.4
2024-01-14,YouTube,캠페인_Q,45-54,남성,대구,육아,모바일,재방문,11587,680,66,847110,41,2241,51.5
2024-01-14,Facebook,캠페인_T,25-34,남성,대구,자동차,모바일,재방문,32438,789,13,78457,138,2127,69.6
2024-01-14,YouTube,캠페인_A,18-24,남성,부산,자동차,PC,재방문,1553,85,9,358112,81,109,21.5
2024-01-14,Naver,캠페인_Q,25-34,남성,경기,자동차,모바일,재방문,41429,1584,179,935990,297,2555,47.6
2024-01-14,YouTube,캠페인_N,35-44,여성,인천,재테크,모바일,재방문,43749,1059,78,373951,98,4630,71.2
2024-01-15,TikTok,캠페인_M,55+,남성,광주,여행,PC,신규,48302,1445,145,15817,138,5187,74.8
2024-01-15,Naver,캠페인_E,45-54,남성,대전,뷰티,PC,재방문,30593,1156,133,767522,17,1245,23.7
2024-01-15,YouTube,캠페인_G,18-24,여성,대전,운동/헬스,PC,재방문,17038,771,10,932310,267,2110,69.2
2024-01-15,Naver,캠페인_T,45-54,남성,제주,반려동물,모바일,신규,13600,802,93,180582,93,3289,42.9
2024-01-16,KakaoTalk,캠페인_C,35-44,여성,서울,육아,모바일,신규,2373,23,1,146563,222,53,59.7
2024-01-16,Instagram,캠페인_D,55+,여성,인천,재테크,PC,재방문,18703,309,15,385973,9,599,71.1
2024-01-16,Naver,캠페인_R,25-34,남성,대전,반려동물,모바일,신규,11679,207,17,288404,289,362,20.0
2024-01-16,Instagram,캠페인_M,45-54,남성,경기,반려동물,모바일,재방문,1783,75,2,125267,274,269,41.6
2024-01-16,YouTube,캠페인_P,25-34,남성,제주,반려동물,모바일,재방문,46883,2291,214,382068,191,9198,65.0
2024-01-16,YouTube,캠페인_I,18-24,여성,제주,반려동물,태블릿,재방문,2680,94,6,240047,226,392,22.6
2024-01-16,TikTok,캠페인_G,45-54,여성,대전,여행,모바일,재방문,31528,445,12,991184,239,1138,52.0
2024-01-17,KakaoTalk,캠페인_N,18-24,여성,광주,재테크,모바일,신규,654,5,0,232834,180,19,74.0
2024-01-17,Facebook,캠페인_C,25-34,여성,서울,반려동물,모바일,신규,23807,201,6,692131,152,582,82.5
2024-01-17,TikTok,캠페인_J,18-24,여성,인천,반려동물,PC,재방문,17189,227,2,400922,201,560,58.1
2024-01-17,Instagram,캠페인_Q,55+,남성,광주,재테크,모바일,재방문,6777,301,26,366882,278,931,43.4
2024-01-18,Naver,캠페인_E,45-54,남성,광주,음식,PC,재방문,32650,1238,136,426054,71,5366,29.5
2024-01-18,YouTube,캠페인_J,35-44,여성,인천,뷰티,모바일,재방문,14632,637,29,823505,180,830,61.2
2024-01-18,KakaoTalk,캠페인_K,55+,여성,대구,자동차,PC,신규,37324,2070,153,825965,43,2936,26.7
2024-01-19,YouTube,캠페인_R,55+,여성,대전,자동차,모바일,재방문,39730,1566,122,750069,266,6422,73.7
2024-01-19,TikTok,캠페인_S,35-44,남성,대구,반려동물,모바일,재방문,42586,2527,158,896667,111,2674,38.1
2024-01-20,Instagram,캠페인_T,45-54,여성,부산,운동/헬스,모바일,재방문,6299,251,27,364090,130,511,34.3
2024-01-20,Instagram,캠페인_D,35-44,여성,서울,뷰티,모바일,재방문,3089,124,10,952804,130,522,61.4
2024-01-20,Facebook,캠페인_O,45-54,여성,경기,운동/헬스,모바일,재방문,46860,2402,75,149160,277,2895,28.9
2024-01-20,TikTok,캠페인_O,25-34,여성,광주,패션,태블릿,신규,9283,74,2,549103,24,91,27.5
2024-01-20,YouTube,캠페인_S,45-54,여성,부산,육아,모바일,신규,37447,564,53,109218,288,764,68.4
2024-01-21,Facebook,캠페인_O,55+,남성,인천,반려동물,태블릿,재방문,45008,2204,243,586610,99,3870,47.1
2024-01-21,YouTube,캠페인_I,18-24,여성,광주,패션,PC,신규,45941,2742,170,364512,100,3780,79.0
2024-01-21,YouTube,캠페인_S,35-44,여성,경기,재테크,PC,신규,25178,739,45,902195,142,1183,79.4
2024-01-21,YouTube,캠페인_B,35-44,여성,서울,반려동물,PC,신규,39310,1501,133,706874,261,6293,82.6
2024-01-21,YouTube,캠페인_K,18-24,여성,경기,자동차,모바일,신규,4360,74,6,105169,253,286,42.7
2024-01-21,Facebook,캠페인_R,55+,여성,대전,패션,PC,재방문,12885,706,11,482250,100,2611,28.3
2024-01-21,KakaoTalk,캠페인_M,25-34,남성,대구,여행,모바일,재방문,6354,58,6,556991,268,60,72.0
2024-01-21,Facebook,캠페인_G,25-34,여성,인천,운동/헬스,모바일,신규,28855,381,27,95865,187,599,75.2
2024-01-22,Facebook,캠페인_T,55+,남성,대구,자동차,모바일,재방문,27425,1224,116,909541,29,1944,69.8
2024-01-22,YouTube,캠페인_K,55+,남성,제주,자동차,모바일,재방문,9073,191,16,758927,192,640,43.6
2024-01-22,KakaoTalk,캠페인_J,45-54,남성,부산,재테크,PC,재방문,3314,109,8,862263,207,468,78.0
2024-01-23,TikTok,캠페인_E,35-44,여성,부산,육아,모바일,재방문,27668,1035,109,745562,62,2610,77.6
2024-01-23,Instagram,캠페인_I,55+,여성,경기,재테크,모바일,재방문,49956,1319,116,20427,110,2780,29.8
2024-01-23,TikTok,캠페인_B,35-44,남성,대전,패션,모바일,신규,4671,86,3,744065,112,302,68.7
2024-01-23,Facebook,캠페인_E,55+,여성,대구,여행,PC,신규,17950,572,47,561887,128,1427,33.4
2024-01-23,YouTube,캠페인_Q,25-34,남성,대전,게임,모바일,신규,7200,307,14,307702,48,733,61.6
2024-01-23,TikTok,캠페인_J,55+,여성,광주,패션,PC,신규,22553,170,8,983671,130,715,55.8
2024-01-24,Naver,캠페인_S,35-44,여성,광주,패션,모바일,신규,18028,838,9,638538,97,1330,62.9
2024-01-24,YouTube,캠페인_N,45-54,남성,인천,재테크,모바일,재방문,40061,249,13,964246,136,289,35.7
2024-01-24,YouTube,캠페인_P,18-24,남성,대구,자동차,모바일,재방문,23632,552,29,377770,276,724,32.6
2024-01-24,Facebook,캠페인_J,45-54,여성,제주,재테크,모바일,재방문,40787,1834,144,695430,110,4595,36.7
2024-01-24,Instagram,캠페인_F,18-24,남성,서울,자동차,PC,신규,32060,1096,131,810288,202,4861,69.3
2024-01-25,Instagram,캠페인_G,25-34,남성,광주,여행,모바일,재방문,41308,1030,64,843389,236,1777,84.4
2024-01-25,Naver,캠페인_N,18-24,남성,대전,육아,PC,신규,5946,337,15,382894,130,431,60.2
2024-01-25,Facebook,캠페인_T,55+,남성,대구,여행,모바일,신규,16306,754,73,245427,27,2247,59.3
2024-01-25,YouTube,캠페인_E,25-34,여성,서울,뷰티,모바일,신규,26717,484,43,196013,296,534,66.8
2024-01-25,KakaoTalk,캠페인_D,55+,남성,경기,운동/헬스,모바일,재방문,45234,901,71,243202,50,3236,68.1
2024-01-26,Facebook,캠페인_J,35-44,여성,대구,뷰티,PC,신규,16465,758,28,747008,71,2974,53.9
2024-01-26,KakaoTalk,캠페인_P,18-24,여성,대구,재테크,PC,재방문,3745,20,1,398080,278,73,35.0
2024-01-26,Naver,캠페인_K,55+,남성,경기,게임,모바일,신규,22281,821,96,197315,84,2168,83.3
2024-01-26,Instagram,캠페인_O,55+,남성,광주,운동/헬스,모바일,신규,8684,434,5,253785,203,970,72.1
2024-01-26,KakaoTalk,캠페인_O,55+,여성,광주,여행,PC,신규,10529,297,10,177999,231,1039,81.2
2024-01-26,Instagram,캠페인_A,25-34,여성,인천,뷰티,모바일,신규,17032,846,59,10008,65,3421,67.3
2024-01-26,KakaoTalk,캠페인_R,45-54,여성,서울,여행,PC,신규,8042,81,4,834196,198,223,57.9
2024-01-27,YouTube,캠페인_K,18-24,남성,대전,여행,모바일,재방문,22529,1034,102,124489,162,1981,45.5
2024-01-27,Naver,캠페인_M,45-54,남성,제주,음식,모바일,재방문,18601,422,42,846809,114,1827,78.0
2024-01-27,Facebook,캠페인_R,45-54,여성,경기,패션,모바일,재방문,5885,52,2,823921,204,69,36.1
2024-01-27,Instagram,캠페인_R,55+,남성,인천,반려동물,모바일,재방문,37357,336,13,633388,233,380,35.3
2024-01-28,Instagram,캠페인_P,18-24,여성,서울,운동/헬스,모바일,재방문,25563,950,80,897694,113,2303,82.9
2024-01-28,Instagram,캠페인_S,35-44,남성,광주,여행,PC,재방문,36765,482,21,865463,37,666,32.1
2024-01-28,YouTube,캠페인_O,45-54,남성,인천,게임,PC,재방문,34690,1129,117,373687,105,2220,30.2
2024-01-28,KakaoTalk,캠페인_M,45-54,남성,제주,뷰티,PC,신규,2471,43,2,481464,155,123,81.0
2024-01-28,KakaoTalk,캠페인_D,45-54,남성,서울,게임,모바일,재방문,10553,449,42,404164,215,545,54.0
2024-01-29,TikTok,캠페인_C,18-24,여성,대전,운동/헬스,PC,재방문,8158,148,12,92081,215,233,59.0
2024-01-29,Facebook,캠페인_B,45-54,여성,인천,육아,모바일,신규,8320,94,3,923857,163,304,61.5
2024-01-29,KakaoTalk,캠페인_N,25-34,여성,서울,뷰티,모바일,재방문,34813,1134,92,298717,197,2101,59.2
2024-01-30,Facebook,캠페인_N,25-34,남성,서울,반려동물,모바일,재방문,44225,1888,78,710198,104,4715,62.5
2024-01-30,Facebook,캠페인_D,45-54,여성,경기,반려동물,PC,신규,29430,1647,169,242871,277,4852,42.1
2024-01-31,TikTok,캠페인_F,55+,남성,대전,자동차,모바일,재방문,2158,37,2,789897,219,151,23.8
2024-01-31,Naver,캠페인_G,18-24,남성,부산,뷰티,PC,재방문,24668,1184,117,652462,107,3895,31.3
2024-01-31,Instagram,캠페인_N,18-24,여성,제주,패션,모바일,재방문,40984,1510,48,467410,176,4285,51.2
2024-01-31,KakaoTalk,캠페인_P,55+,남성,인천,패션,모바일,신규,17573,1022,111,144239,233,4353,37.3
2024-02-01,Facebook,캠페인_T,18-24,남성,제주,자동차,모바일,재방문,45449,2348,215,989057,30,5267,64.7
2024-02-01,Instagram,캠페인_M,25-34,여성,인천,게임,PC,재방문,22367,252,24,364309,205,503,56.7
2024-02-01,YouTube,캠페인_M,25-34,남성,경기,자동차,모바일,신규,23148,1096,21,220215,281,4786,54.2
2024-02-01,YouTube,캠페인_R,45-54,여성,대전,재테크,모바일,재방문,30320,1745,82,389986,137,4965,42.9
2024-02-02,YouTube,캠페인_R,55+,여성,서울,반려동물,태블릿,재방문,10009,496,44,924005,280,566,36.8
2024-02-02,KakaoTalk,캠페인_K,35-44,남성,서울,음식,모바일,재방문,34178,611,8,405185,166,2679,29.4
2024-02-02,YouTube,캠페인_R,25-34,남성,경기,육아,모바일,재방문,18741,860,45,74809,95,1700,46.8
2024-02-02,TikTok,캠페인_J,18-24,남성,대구,게임,모바일,재방문,17179,971,108,843582,210,1690,79.7
2024-02-02,TikTok,캠페인_H,18-24,여성,제주,뷰티,PC,신규,42088,2495,272,439766,168,5876,38.8
2024-02-02,Naver,캠페인_O,35-44,남성,서울,게임,모바일,재방문,25264,975,59,75688,127,2248,57.6
2024-02-02,TikTok,캠페인_G,55+,여성,인천,음식,PC,신규,45996,649,34,31539,276,1676,66.9
2024-02-02,YouTube,캠페인_H,18-24,남성,대구,게임,모바일,재방문,26004,678,34,555152,172,2797,46.6
2024-02-02,Facebook,캠페인_I,25-34,남성,경기,뷰티,PC,신규,28374,1631,73,301563,242,3873,42.9
2024-02-02,Naver,캠페인_N,55+,여성,대전,뷰티,PC,재방문,19773,259,13,224483,194,1094,36.5
2024-02-02,YouTube,캠페인_I,45-54,여성,경기,재테크,모바일,재방문,20583,594,49,950527,105,2290,60.5
2024-02-03,KakaoTalk,캠페인_M,18-24,여성,광주,패션,모바일,신규,19919,816,55,307806,45,3648,76.3
2024-02-03,KakaoTalk,캠페인_Q,55+,여성,제주,음식,모바일,신규,31287,1643,123,958621,76,6472,66.5
2024-02-03,KakaoTalk,캠페인_R,35-44,여성,인천,음식,PC,재방문,44487,1806,122,499232,7,4865,64.1
2024-02-03,TikTok,캠페인_K,25-34,여성,경기,여행,태블릿,재방문,5330,308,6,967588,103,758,44.1
2024-02-03,TikTok,캠페인_S,45-54,여성,경기,육아,모바일,신규,40793,1433,42,679583,185,4541,70.3
2024-02-03,Instagram,캠페인_N,55+,남성,부산,음식,PC,신규,11858,498,46,38553,263,1487,24.9
2024-02-03,Instagram,캠페인_I,55+,여성,대구,반려동물,모바일,신규,15353,670,27,557141,91,2712,51.5
2024-02-03,YouTube,캠페인_K,25-34,남성,대전,패션,PC,신규,8056,437,28,663298,189,1891,75.8
2024-02-03,YouTube,캠페인_R,55+,남성,서울,자동차,모바일,신규,39503,2019,113,356564,266,7082,20.3
2024-02-04,TikTok,캠페인_D,25-34,남성,부산,재테크,모바일,재방문,5022,142,8,39980,261,420,77.1
2024-02-05,Instagram,캠페인_P,35-44,남성,서울,음식,PC,신규,1286,38,2,924413,71,48,79.3
2024-02-05,TikTok,캠페인_S,18-24,남성,경기,육아,모바일,신규,11867,623,46,169317,150,1133,66.8
2024-02-05,Naver,캠페인_K,35-44,남성,인천,게임,모바일,재방문,47121,2668,196,671095,235,8875,48.1
2024-02-05,Instagram,캠페인_R,18-24,여성,제주,운동/헬스,모바일,재방문,11606,230,14,656232,277,533,57.2
2024-02-05,Naver,캠페인_D,25-34,남성,경기,뷰티,모바일,재방문,10389,180,2,990291,17,735,80.5
2024-02-06,YouTube,캠페인_K,35-44,여성,제주,여행,태블릿,재방문,19621,1002,18,518892,73,1877,34.6
2024-02-06,KakaoTalk,캠페인_C,35-44,여성,경기,재테크,태블릿,재방문,27219,155,11,196797,58,478,64.1
2024-02-06,Instagram,캠페인_B,45-54,남성,광주,뷰티,PC,재방문,36463,423,29,297042,297,679,57.1
